Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,All Ages,"2,357","23,543","2,267",922,60,"3,755",
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,Under 1 year,0,148,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,0-17 years,0,229,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,5-14 years,0,29,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,15-24 years,0,401,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,18-29 years,20,742,20,0,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,25-34 years,33,862,28,12,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,30-49 years,148,"2,235",106,50,0,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,35-44 years,71,"1,056",53,25,0,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,45-54 years,148,"1,691",118,58,0,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,50-64 years,454,"4,740",387,181,14,671,
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,55-64 years,364,"3,750",308,142,12,540,
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,65-74 years,526,"4,950",505,218,0,821,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,75-84 years,653,"5,374",650,266,14,"1,051",
11/18/2020,2/1/2020,11/14/2020,Maryland,Male,85 years and over,555,"5,273",598,198,17,968,
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,All Ages,"2,255","22,518","2,012",790,68,"3,536",
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,Under 1 year,0,118,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,0-17 years,0,175,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,1-4 years,0,17,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,5-14 years,0,26,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,15-24 years,0,124,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,18-29 years,0,279,10,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,25-34 years,0,386,18,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,30-49 years,60,"1,144",68,19,0,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,35-44 years,28,550,30,0,0,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,45-54 years,87,992,76,30,0,135,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,50-64 years,262,"3,019",250,98,14,427,
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,55-64 years,202,"2,404",200,79,13,335,
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,65-74 years,397,"3,853",404,175,15,640,
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,75-84 years,603,"5,345",513,221,19,911,
11/18/2020,2/1/2020,11/14/2020,Maryland,Female,85 years and over,925,"8,703",763,275,17,"1,426",
11/18/2020,2/1/2020,11/14/2020,Massachusetts,All Sexes,All Ages,"8,376","54,202","5,965","2,986",168,"11,515",
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,All Ages,"3,927","26,870","3,110","1,545",94,"5,583",
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,Under 1 year,0,115,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,0-17 years,0,179,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,1-4 years,0,13,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,5-14 years,0,22,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,15-24 years,0,227,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,18-29 years,0,506,0,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,25-34 years,12,687,11,0,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,30-49 years,83,"1,957",69,29,0,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,35-44 years,35,969,35,0,0,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,45-54 years,104,"1,615",83,40,0,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,50-64 years,435,"4,656",387,191,22,652,
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,55-64 years,369,"3,650",330,167,17,548,
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,65-74 years,767,"5,484",653,304,18,"1,134",
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,75-84 years,"1,190","6,627",932,475,26,"1,673",
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Male,85 years and over,"1,445","7,461","1,059",545,20,"1,977",
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,All Ages,"4,449","27,332","2,855","1,441",74,"5,932",
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,Under 1 year,0,79,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,0-17 years,0,128,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,1-4 years,0,11,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,5-14 years,0,16,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,15-24 years,0,105,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,18-29 years,0,196,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,25-34 years,0,294,0,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,30-49 years,39,945,33,15,0,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,35-44 years,16,457,14,0,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,45-54 years,67,863,44,19,0,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,50-64 years,259,"2,745",224,109,10,381,
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,55-64 years,211,"2,189",195,98,0,314,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,65-74 years,519,"4,006",428,216,12,743,
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,75-84 years,"1,100","6,452",773,397,19,"1,495",
11/18/2020,2/1/2020,11/14/2020,Massachusetts,Female,85 years and over,"2,526","12,860","1,391",702,30,"3,243",
11/18/2020,2/1/2020,11/14/2020,Michigan,All Sexes,All Ages,"7,053","86,227","7,623","3,400",246,"11,514",
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,All Ages,"3,725","44,418","4,132","1,878",121,"6,093",
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,Under 1 year,0,271,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,0-17 years,0,470,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,1-4 years,0,42,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,5-14 years,0,76,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,15-24 years,0,570,13,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,18-29 years,14,"1,018",25,0,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,25-34 years,29,"1,186",29,0,0,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,30-49 years,185,"3,414",177,90,10,282,
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,35-44 years,69,"1,544",68,32,0,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,45-54 years,241,"2,998",220,126,12,347,
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,50-64 years,651,"8,632",711,331,28,"1,059",
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,55-64 years,507,"6,847",584,258,19,852,
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,65-74 years,979,"9,992","1,053",507,37,"1,560",
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,75-84 years,"1,053","10,782","1,208",539,23,"1,741",
11/18/2020,2/1/2020,11/14/2020,Michigan,Male,85 years and over,843,"10,110",952,405,20,"1,409",
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,All Ages,"3,327","41,805","3,490","1,521",125,"5,420",
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,Under 1 year,0,248,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,0-17 years,0,386,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,1-4 years,0,36,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,5-14 years,0,53,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,15-24 years,0,210,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,18-29 years,12,393,18,0,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,25-34 years,14,506,19,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,30-49 years,103,"1,822",106,44,0,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,35-44 years,39,860,49,17,0,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,45-54 years,131,"1,778",136,67,10,210,
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,50-64 years,381,"5,397",471,202,34,684,
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,55-64 years,308,"4,307",386,162,25,557,
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,65-74 years,685,"7,449",767,353,30,"1,129",
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,75-84 years,850,"10,087",910,406,29,"1,382",
11/18/2020,2/1/2020,11/14/2020,Michigan,Female,85 years and over,"1,295","16,271","1,213",508,23,"2,023",
11/18/2020,2/1/2020,11/14/2020,Minnesota,All Sexes,All Ages,"2,752","38,501","2,806",809,123,"4,871",
11/18/2020,2/1/2020,11/14/2020,Minnesota,Male,All Ages,"1,386","19,511","1,483",449,60,"2,479",
11/18/2020,2/1/2020,11/14/2020,Minnesota,Male,Under 1 year,0,129,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Minnesota,Male,0-17 years,0,244,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
